date,day_of_week,ingredient,unit,opening_stock,received_qty,usage_qty,wastage_qty,closing_stock,par_level,reorder_point,low_stock_alert,expiry_risk_flag,daily_ingredient_cost_aed 
2025-03-13,Thursday,Chicken Hotdog,pcs,13.5,14.0,4.62,0.18,22.7,15,5,0,0,23.1
2025-03-13,Thursday,Beef Hotdog,pcs,17.74,28.0,7.55,0.18,38.01,20,6,0,0,45.3
2025-03-13,Thursday,Mushrooms,kg,4.15,5.25,1.36,0.06,7.98,4,1,0,1,24.48
2025-03-13,Thursday,Carrot,pcs,7.23,7.0,2.3,0.01,11.92,8,3,0,0,2.3
2025-03-13,Thursday,Capsicum,kg,4.58,7.0,1.88,0.07,9.63,5,1.5,0,0,18.8
2025-03-13,Thursday,Spinach,kg,2.52,3.5,0.88,0.01,5.13,3,0.8,0,1,10.56
2025-03-13,Thursday,Tortilla Wraps,pcs,55.38,105.0,36.07,1.45,122.86,70,20,0,0,43.28
2025-03-13,Thursday,Pasta (various),kg,9.81,14.0,3.98,0.11,19.72,10,3,0,0,31.84
2025-03-13,Thursday,Sriracha Sauce,litres,0.94,1.4,0.39,0.02,1.93,1,0.3,0,0,9.75
2025-03-13,Thursday,BBQ Sauce,litres,0.95,1.05,0.29,0.01,1.7,1,0.2,0,0,5.22
2025-03-13,Thursday,Chocolate (cooking),kg,1.96,2.8,0.78,0.02,3.96,2,0.5,0,0,24.96
2025-03-13,Thursday,Coconut Flakes,kg,0.89,1.4,0.36,0.02,1.91,1,0.3,0,0,7.2
2025-03-13,Thursday,Peanut Butter,kg,1.34,2.1,0.64,0.03,2.77,1.5,0.4,0,0,11.52
2025-03-13,Thursday,Gloves (box),boxes,2.98,0.53,0.17,0.0,3.34,3,1,0,0,3.74
2025-03-14,Friday,Chicken Breast,kg,22.35,0,16.63,0.49,5.23,25,10,1,0,465.64
2025-03-14,Friday,Beef Patty (Wagyu),pcs,97.66,0,57.62,1.53,38.51,100,30,0,0,1037.16
2025-03-14,Friday,Ribeye Steak,portions,15.88,0,9.52,0.39,5.97,15,5,0,0,523.6
2025-03-14,Friday,Beef Brisket,kg,8.54,0,4.5,0.21,3.83,8,3,0,0,202.5
2025-03-14,Friday,Salmon Fillet,portions,14.99,0,12.13,0.26,2.6,18,6,1,0,424.55
2025-03-14,Friday,Prawn (Sriracha),portions,12.26,0,6.73,0.29,5.24,12,4,0,0,148.06
2025-03-14,Friday,Eggs,pcs,351.71,0,263.0,12.24,76.47,360,100,1,0,210.4
2025-03-14,Friday,Milk,litres,33.18,0,28.08,1.31,3.79,40,12,1,0,168.48
2025-03-14,Friday,Espresso Beans (Lavazza),kg,4.6,0,2.1,0.1,2.4,5,1.5,0,0,199.5
2025-03-14,Friday,Mozzarella Cheese,kg,5.42,0,3.92,0.14,1.36,6,2,1,0,176.4
2025-03-14,Friday,Feta Cheese,kg,2.14,0,1.11,0.02,1.01,2,0.5,0,0,42.18
2025-03-14,Friday,Parmigiano,kg,1.21,0,0.81,0.04,0.36,1.5,0.4,1,0,44.55
2025-03-14,Friday,Avocado,pcs,43.73,0,31.18,0.13,12.42,50,15,1,0,124.72
2025-03-14,Friday,Brioche Buns,pcs,130.33,0,84.65,0.03,45.65,120,40,0,0,211.62
2025-03-14,Friday,Sourdough Bread,loaves,15.38,0,10.3,0.08,5.0,18,5,1,0,123.6
2025-03-14,Friday,Croissant,pcs,38.21,0,20.15,0.59,17.47,35,10,0,0,80.6
2025-03-14,Friday,French Fries (frozen),kg,21.32,0,20.06,0.6,0.66,28,8,1,0,180.54
2025-03-14,Friday,Sweet Corn,kg,4.37,0,2.16,0.07,2.14,4,1,0,0,15.12
2025-03-14,Friday,Green Peas,kg,1.25,0,0.67,0.0,0.58,1.5,0.4,0,0,5.36
2025-03-14,Friday,Lemon Juice,ml,1992.94,0,958.33,27.5,1007.11,2000,500,0,0,19.17
2025-03-14,Friday,Olive Oil,litres,1.3,0,0.66,0.03,0.61,1.5,0.4,0,0,23.1
2025-03-14,Friday,White Sugar,kg,2.98,0,1.31,0.04,1.63,3,0.8,0,0,5.24
2025-03-14,Friday,Strawberries,kg,6.38,0,4.58,0.17,1.63,7,2,1,0,100.76
2025-03-14,Friday,Banana,kg,10.55,0,4.92,0.04,5.59,10,3,0,0,39.36
2025-03-14,Friday,Acai (frozen),kg,8.66,0,4.25,0.09,4.32,8,2.5,0,0,276.25
2025-03-14,Friday,Granola,kg,2.74,0,1.41,0.06,1.27,3,0.8,0,0,25.38
2025-03-14,Friday,Chia Seeds,kg,0.98,0,0.43,0.01,0.54,1,0.2,0,0,12.9
2025-03-14,Friday,Nutella,kg,3.81,0,2.14,0.1,1.57,4,1,0,0,59.92
2025-03-14,Friday,Maple Syrup,litres,2.17,0,1.03,0.01,1.13,2,0.5,0,0,43.26
2025-03-14,Friday,Hashbrown (frozen),pcs,124.56,0,68.07,0.71,55.78,120,40,0,0,102.1
2025-03-14,Friday,Bacon Strips,pcs,78.77,0,48.82,0.28,29.67,80,25,0,0,146.46
2025-03-14,Friday,Chicken Sausage,pcs,53.39,0,32.63,1.31,19.45,50,15,0,0,130.52
2025-03-14,Friday,Chicken Hotdog,pcs,12.39,0,6.23,0.09,6.07,15,5,0,0,31.15
2025-03-14,Friday,Beef Hotdog,pcs,16.84,0,9.31,0.19,7.34,20,6,0,0,55.86
2025-03-14,Friday,Mushrooms,kg,3.85,0,2.37,0.05,1.43,4,1,0,0,42.66
2025-03-14,Friday,Carrot,pcs,6.55,0,2.9,0.1,3.55,8,3,0,0,2.9
2025-03-14,Friday,Capsicum,kg,5.14,0,3.22,0.05,1.87,5,1.5,0,0,32.2
2025-03-14,Friday,Spinach,kg,2.58,0,1.48,0.07,1.03,3,0.8,0,0,17.76
2025-03-14,Friday,Tortilla Wraps,pcs,72.1,0,47.25,2.27,22.58,70,20,0,0,56.7
2025-03-14,Friday,Pasta (various),kg,7.63,0,4.95,0.07,2.61,10,3,1,0,39.6
2025-03-14,Friday,Sriracha Sauce,litres,0.87,0,0.5,0.02,0.35,1,0.3,0,0,12.5
2025-03-14,Friday,BBQ Sauce,litres,1.06,0,0.42,0.01,0.63,1,0.2,0,0,7.56
2025-03-14,Friday,Chocolate (cooking),kg,2.1,0,1.17,0.01,0.92,2,0.5,0,0,37.44
2025-03-14,Friday,Coconut Flakes,kg,0.9,0,0.65,0.01,0.24,1,0.3,1,0,13.0
2025-03-14,Friday,Peanut Butter,kg,1.28,0,0.78,0.01,0.49,1.5,0.4,0,0,14.04
2025-03-14,Friday,Gloves (box),boxes,2.65,0,0.22,0.0,2.43,3,1,0,0,4.84
2025-03-15,Saturday,Chicken Breast,kg,24.34,0,17.42,0.49,6.43,25,10,1,0,487.76
2025-03-15,Saturday,Beef Patty (Wagyu),pcs,93.52,0,59.69,2.47,31.36,100,30,0,0,1074.42
2025-03-15,Saturday,Ribeye Steak,portions,15.15,0,10.55,0.39,4.21,15,5,1,0,580.25
2025-03-15,Saturday,Beef Brisket,kg,8.49,0,5.45,0.02,3.02,8,3,0,0,245.25
2025-03-15,Saturday,Salmon Fillet,portions,16.77,0,9.75,0.21,6.81,18,6,0,0,341.25
2025-03-15,Saturday,Prawn (Sriracha),portions,11.53,0,6.05,0.24,5.24,12,4,0,0,133.1
2025-03-15,Saturday,Eggs,pcs,305.9,0,300.33,2.79,2.78,360,100,1,0,240.26
2025-03-15,Saturday,Milk,litres,31.58,0,24.31,0.77,6.5,40,12,1,0,145.86
2025-03-15,Saturday,Espresso Beans (Lavazza),kg,4.77,0,2.66,0.0,2.11,5,1.5,0,0,252.7
2025-03-15,Saturday,Mozzarella Cheese,kg,5.85,0,4.09,0.16,1.6,6,2,1,0,184.05
2025-03-15,Saturday,Feta Cheese,kg,2.17,0,1.17,0.05,0.95,2,0.5,0,0,44.46
2025-03-15,Saturday,Parmigiano,kg,1.41,0,0.68,0.03,0.7,1.5,0.4,0,0,37.4
2025-03-15,Saturday,Avocado,pcs,47.43,0,32.13,0.98,14.32,50,15,1,0,128.52
2025-03-15,Saturday,Brioche Buns,pcs,126.97,0,71.15,1.1,54.72,120,40,0,0,177.88
2025-03-15,Saturday,Sourdough Bread,loaves,15.97,0,13.0,0.56,2.41,18,5,1,0,156.0
2025-03-15,Saturday,Croissant,pcs,34.89,0,18.19,0.31,16.39,35,10,0,0,72.76
2025-03-15,Saturday,French Fries (frozen),kg,21.5,0,16.51,0.38,4.61,28,8,1,0,148.59
2025-03-15,Saturday,Sweet Corn,kg,3.69,0,2.16,0.07,1.46,4,1,0,0,15.12
2025-03-15,Saturday,Green Peas,kg,1.45,0,0.7,0.02,0.73,1.5,0.4,0,0,5.6
2025-03-15,Saturday,Lemon Juice,ml,1990.7,0,1155.34,49.86,785.5,2000,500,0,0,23.11
2025-03-15,Saturday,Olive Oil,litres,1.14,0,0.61,0.02,0.51,1.5,0.4,0,0,21.35
2025-03-15,Saturday,White Sugar,kg,2.74,0,1.25,0.01,1.48,3,0.8,0,0,5.0
2025-03-15,Saturday,Strawberries,kg,5.71,0,4.84,0.1,0.77,7,2,1,0,106.48
2025-03-15,Saturday,Banana,kg,9.8,0,5.77,0.0,4.03,10,3,0,0,46.16
2025-03-15,Saturday,Acai (frozen),kg,6.91,0,4.17,0.02,2.72,8,2.5,0,0,271.05
2025-03-15,Saturday,Granola,kg,2.91,0,1.44,0.06,1.41,3,0.8,0,0,25.92
2025-03-15,Saturday,Chia Seeds,kg,0.88,0,0.39,0.02,0.47,1,0.2,0,0,11.7
2025-03-15,Saturday,Nutella,kg,4.36,0,2.3,0.04,2.02,4,1,0,0,64.4
2025-03-15,Saturday,Maple Syrup,litres,2.05,0,1.07,0.03,0.95,2,0.5,0,0,44.94
2025-03-15,Saturday,Hashbrown (frozen),pcs,124.8,0,87.68,3.97,33.15,120,40,1,0,131.52
2025-03-15,Saturday,Bacon Strips,pcs,84.61,0,56.24,2.56,25.81,80,25,0,0,168.72
2025-03-15,Saturday,Chicken Sausage,pcs,37.9,0,29.74,0.17,7.99,50,15,1,0,118.96
2025-03-15,Saturday,Chicken Hotdog,pcs,13.37,0,5.32,0.21,7.84,15,5,0,0,26.6
2025-03-15,Saturday,Beef Hotdog,pcs,19.77,0,12.59,0.07,7.11,20,6,0,0,75.54
2025-03-15,Saturday,Mushrooms,kg,4.0,0,2.46,0.07,1.47,4,1,0,0,44.28
2025-03-15,Saturday,Carrot,pcs,8.65,0,2.45,0.0,6.2,8,3,0,0,2.45
2025-03-15,Saturday,Capsicum,kg,5.08,0,2.94,0.02,2.12,5,1.5,0,0,29.4
2025-03-15,Saturday,Spinach,kg,2.68,0,1.35,0.02,1.31,3,0.8,0,0,16.2
2025-03-15,Saturday,Tortilla Wraps,pcs,73.71,0,35.99,1.21,36.51,70,20,0,0,43.19
2025-03-15,Saturday,Pasta (various),kg,7.82,0,5.4,0.19,2.23,10,3,1,0,43.2
2025-03-15,Saturday,Sriracha Sauce,litres,0.81,0,0.56,0.02,0.23,1,0.3,1,0,14.0
2025-03-15,Saturday,BBQ Sauce,litres,0.83,0,0.43,0.02,0.38,1,0.2,0,0,7.74
2025-03-15,Saturday,Chocolate (cooking),kg,1.6,0,1.22,0.05,0.33,2,0.5,1,0,39.04
2025-03-15,Saturday,Coconut Flakes,kg,0.93,0,0.56,0.02,0.35,1,0.3,0,0,11.2
2025-03-15,Saturday,Peanut Butter,kg,1.5,0,0.92,0.04,0.54,1.5,0.4,0,0,16.56
2025-03-15,Saturday,Gloves (box),boxes,2.54,0,0.2,0.0,2.34,3,1,0,0,4.4
2025-03-16,Sunday,Chicken Breast,kg,24.49,0,16.58,0.75,7.16,25,10,1,0,464.24
2025-03-16,Sunday,Beef Patty (Wagyu),pcs,77.44,0,67.01,0.41,10.02,100,30,1,0,1206.18
2025-03-16,Sunday,Ribeye Steak,portions,14.8,0,11.63,0.31,2.86,15,5,1,0,639.65
2025-03-16,Sunday,Beef Brisket,kg,7.31,0,4.65,0.07,2.59,8,3,1,0,209.25
2025-03-16,Sunday,Salmon Fillet,portions,16.99,0,10.61,0.01,6.37,18,6,0,0,371.35
2025-03-16,Sunday,Prawn (Sriracha),portions,12.34,0,6.02,0.19,6.13,12,4,0,0,132.44
2025-03-16,Sunday,Eggs,pcs,356.73,0,254.11,12.15,90.47,360,100,1,0,203.29
2025-03-16,Sunday,Milk,litres,37.81,0,24.36,0.74,12.71,40,12,0,0,146.16
2025-03-16,Sunday,Espresso Beans (Lavazza),kg,4.62,0,2.11,0.04,2.47,5,1.5,0,0,200.45
2025-03-16,Sunday,Mozzarella Cheese,kg,5.48,0,3.13,0.05,2.3,6,2,0,0,140.85
2025-03-16,Sunday,Feta Cheese,kg,1.9,0,1.02,0.04,0.84,2,0.5,0,0,38.76
2025-03-16,Sunday,Parmigiano,kg,1.19,0,0.72,0.02,0.45,1.5,0.4,0,0,39.6
2025-03-16,Sunday,Avocado,pcs,45.28,0,36.77,0.32,8.19,50,15,1,0,147.08
2025-03-16,Sunday,Brioche Buns,pcs,93.54,0,76.08,2.38,15.08,120,40,1,0,190.2
2025-03-16,Sunday,Sourdough Bread,loaves,13.65,0,13.15,0.15,0.35,18,5,1,0,157.8
2025-03-16,Sunday,Croissant,pcs,29.93,0,17.79,0.78,11.36,35,10,0,0,71.16
2025-03-16,Sunday,French Fries (frozen),kg,21.34,0,20.0,0.0,1.34,28,8,1,0,180.0
2025-03-16,Sunday,Sweet Corn,kg,3.87,0,2.35,0.11,1.41,4,1,0,0,16.45
2025-03-16,Sunday,Green Peas,kg,1.55,0,0.8,0.02,0.73,1.5,0.4,0,0,6.4
2025-03-16,Sunday,Lemon Juice,ml,2106.45,0,1157.96,7.07,941.42,2000,500,0,0,23.16
2025-03-16,Sunday,Olive Oil,litres,1.51,0,0.7,0.03,0.78,1.5,0.4,0,0,24.5
2025-03-16,Sunday,White Sugar,kg,3.26,0,1.3,0.04,1.92,3,0.8,0,0,5.2
2025-03-16,Sunday,Strawberries,kg,5.54,0,4.48,0.11,0.95,7,2,1,0,98.56
2025-03-16,Sunday,Banana,kg,9.23,0,6.47,0.07,2.69,10,3,1,0,51.76
2025-03-16,Sunday,Acai (frozen),kg,7.3,0,4.74,0.08,2.48,8,2.5,1,0,308.1
2025-03-16,Sunday,Granola,kg,2.81,0,1.85,0.08,0.88,3,0.8,0,0,33.3
2025-03-16,Sunday,Chia Seeds,kg,1.08,0,0.39,0.01,0.68,1,0.2,0,0,11.7
2025-03-16,Sunday,Nutella,kg,3.66,0,2.09,0.07,1.5,4,1,0,0,58.52
2025-03-16,Sunday,Maple Syrup,litres,1.66,0,0.97,0.05,0.64,2,0.5,0,0,40.74
2025-03-16,Sunday,Hashbrown (frozen),pcs,109.98,0,91.55,0.09,18.34,120,40,1,0,137.32
2025-03-16,Sunday,Bacon Strips,pcs,63.57,0,50.65,1.72,11.2,80,25,1,0,151.95
2025-03-16,Sunday,Chicken Sausage,pcs,41.44,0,29.7,1.29,10.45,50,15,1,0,118.8
2025-03-16,Sunday,Chicken Hotdog,pcs,12.15,0,6.47,0.19,5.49,15,5,0,0,32.35
2025-03-16,Sunday,Beef Hotdog,pcs,19.83,0,13.02,0.4,6.41,20,6,0,0,78.12
2025-03-16,Sunday,Mushrooms,kg,3.95,0,2.01,0.02,1.92,4,1,0,0,36.18
2025-03-16,Sunday,Carrot,pcs,6.18,0,3.33,0.06,2.79,8,3,1,0,3.33
2025-03-16,Sunday,Capsicum,kg,4.04,0,2.71,0.06,1.27,5,1.5,1,0,27.1
2025-03-16,Sunday,Spinach,kg,2.64,0,1.43,0.05,1.16,3,0.8,0,0,17.16
2025-03-16,Sunday,Tortilla Wraps,pcs,64.09,0,49.24,1.01,13.84,70,20,1,0,59.09
2025-03-16,Sunday,Pasta (various),kg,7.51,0,6.47,0.08,0.96,10,3,1,0,51.76
2025-03-16,Sunday,Sriracha Sauce,litres,0.98,0,0.56,0.03,0.39,1,0.3,0,0,14.0
2025-03-16,Sunday,BBQ Sauce,litres,0.91,0,0.47,0.01,0.43,1,0.2,0,0,8.46
2025-03-16,Sunday,Chocolate (cooking),kg,1.7,0,1.12,0.02,0.56,2,0.5,0,0,35.84
2025-03-16,Sunday,Coconut Flakes,kg,0.76,0,0.47,0.01,0.28,1,0.3,1,0,9.4
2025-03-16,Sunday,Peanut Butter,kg,1.25,0,0.71,0.02,0.52,1.5,0.4,0,0,12.78
2025-03-16,Sunday,Gloves (box),boxes,2.66,0,0.18,0.01,2.47,3,1,0,0,3.96
2025-03-17,Monday,Chicken Breast,kg,21.29,39.2,13.8,0.03,46.66,25,10,0,0,386.4
2025-03-17,Monday,Beef Patty (Wagyu),pcs,79.53,164.5,41.84,1.01,201.18,100,30,0,0,753.12
2025-03-17,Monday,Ribeye Steak,portions,11.89,24.5,7.82,0.23,28.34,15,5,0,0,430.1
2025-03-17,Monday,Beef Brisket,kg,7.73,12.25,4.21,0.13,15.64,8,3,0,0,189.45
2025-03-17,Monday,Salmon Fillet,portions,15.55,28.0,9.02,0.4,34.13,18,6,0,0,315.7
2025-03-17,Monday,Prawn (Sriracha),portions,12.85,17.5,6.09,0.18,24.08,12,4,0,0,133.98
2025-03-17,Monday,Eggs,pcs,368.59,630.0,158.22,7.28,833.09,360,100,0,0,126.58
2025-03-17,Monday,Milk,litres,34.77,63.0,21.66,0.9,75.21,40,12,0,0,129.96
2025-03-17,Monday,Espresso Beans (Lavazza),kg,5.44,6.3,1.66,0.02,10.06,5,1.5,0,0,157.7
2025-03-17,Monday,Mozzarella Cheese,kg,5.6,8.75,2.26,0.07,12.02,6,2,0,0,101.7
2025-03-17,Monday,Feta Cheese,kg,2.02,2.8,0.74,0.02,4.06,2,0.5,0,0,28.12
2025-03-17,Monday,Parmigiano,kg,1.19,1.75,0.57,0.02,2.35,1.5,0.4,0,0,31.35
2025-03-17,Monday,Avocado,pcs,41.12,77.0,23.63,0.11,94.38,50,15,0,1,94.52
2025-03-17,Monday,Brioche Buns,pcs,90.58,210.0,52.72,0.18,247.68,120,40,0,0,131.8
2025-03-17,Monday,Sourdough Bread,loaves,13.79,28.0,9.35,0.03,32.41,18,5,0,0,112.2
2025-03-17,Monday,Croissant,pcs,35.15,52.5,16.73,0.61,70.31,35,10,0,1,66.92
2025-03-17,Monday,French Fries (frozen),kg,21.32,42.0,11.08,0.12,52.12,28,8,0,0,99.72
2025-03-17,Monday,Sweet Corn,kg,3.15,5.6,1.97,0.0,6.78,4,1,0,0,13.79
2025-03-17,Monday,Green Peas,kg,1.51,1.75,0.48,0.01,2.77,1.5,0.4,0,0,3.84
2025-03-17,Monday,Lemon Juice,ml,1649.88,2800.0,979.69,5.96,3464.23,2000,500,0,0,19.59
2025-03-17,Monday,Olive Oil,litres,1.39,1.75,0.62,0.02,2.5,1.5,0.4,0,0,21.7
2025-03-17,Monday,White Sugar,kg,2.26,3.5,1.19,0.04,4.53,3,0.8,0,0,4.76
2025-03-17,Monday,Strawberries,kg,7.55,10.5,2.83,0.06,15.16,7,2,0,1,62.26
2025-03-17,Monday,Banana,kg,8.4,14.0,4.92,0.07,17.41,10,3,0,0,39.36
2025-03-17,Monday,Acai (frozen),kg,6.39,12.25,3.81,0.13,14.7,8,2.5,0,0,247.65
2025-03-17,Monday,Granola,kg,2.88,4.2,1.11,0.01,5.96,3,0.8,0,0,19.98
2025-03-17,Monday,Chia Seeds,kg,1.09,1.05,0.31,0.01,1.82,1,0.2,0,0,9.3
2025-03-17,Monday,Nutella,kg,3.32,5.25,1.51,0.0,7.06,4,1,0,0,42.28
2025-03-17,Monday,Maple Syrup,litres,2.13,2.8,0.87,0.02,4.04,2,0.5,0,0,36.54
2025-03-17,Monday,Hashbrown (frozen),pcs,129.98,192.5,67.93,0.46,254.09,120,40,0,0,101.9
2025-03-17,Monday,Bacon Strips,pcs,62.84,122.5,36.68,1.82,146.84,80,25,0,0,110.04
2025-03-17,Monday,Chicken Sausage,pcs,50.96,70.0,20.54,0.04,100.38,50,15,0,0,82.16
2025-03-17,Monday,Chicken Hotdog,pcs,12.56,14.0,4.17,0.03,22.36,15,5,0,0,20.85
2025-03-17,Monday,Beef Hotdog,pcs,19.15,28.0,8.99,0.03,38.13,20,6,0,0,53.94
2025-03-17,Monday,Mushrooms,kg,3.91,5.25,1.8,0.07,7.29,4,1,0,1,32.4
2025-03-17,Monday,Carrot,pcs,6.64,7.0,2.02,0.01,11.61,8,3,0,0,2.02
2025-03-17,Monday,Capsicum,kg,3.75,7.0,2.28,0.03,8.44,5,1.5,0,0,22.8
2025-03-17,Monday,Spinach,kg,2.83,3.5,1.05,0.05,5.23,3,0.8,0,1,12.6
2025-03-17,Monday,Tortilla Wraps,pcs,62.16,105.0,25.92,0.09,141.15,70,20,0,0,31.1
2025-03-17,Monday,Pasta (various),kg,10.61,14.0,4.28,0.08,20.25,10,3,0,0,34.24
2025-03-17,Monday,Sriracha Sauce,litres,0.87,1.4,0.46,0.01,1.8,1,0.3,0,0,11.5
2025-03-17,Monday,BBQ Sauce,litres,1.03,1.05,0.34,0.02,1.72,1,0.2,0,0,6.12
2025-03-17,Monday,Chocolate (cooking),kg,1.64,2.8,0.74,0.02,3.68,2,0.5,0,0,23.68
2025-03-17,Monday,Coconut Flakes,kg,0.75,1.4,0.43,0.01,1.71,1,0.3,0,0,8.6
2025-03-17,Monday,Peanut Butter,kg,1.6,2.1,0.73,0.03,2.94,1.5,0.4,0,0,13.14
2025-03-17,Monday,Gloves (box),boxes,2.53,0.53,0.14,0.0,2.92,3,1,0,0,3.08
2025-03-18,Tuesday,Chicken Breast,kg,25.06,0,11.08,0.19,13.79,25,10,0,0,310.24
2025-03-18,Tuesday,Beef Patty (Wagyu),pcs,96.07,0,44.82,0.18,51.07,100,30,0,0,806.76
2025-03-18,Tuesday,Ribeye Steak,portions,11.86,0,6.4,0.03,5.43,15,5,0,0,352.0
2025-03-18,Tuesday,Beef Brisket,kg,8.02,0,4.25,0.19,3.58,8,3,0,0,191.25
2025-03-18,Tuesday,Salmon Fillet,portions,17.92,0,7.05,0.22,10.65,18,6,0,0,246.75
2025-03-18,Tuesday,Prawn (Sriracha),portions,12.28,0,5.29,0.2,6.79,12,4,0,0,116.38
2025-03-18,Tuesday,Eggs,pcs,389.88,0,181.04,3.37,205.47,360,100,0,0,144.83
2025-03-18,Tuesday,Milk,litres,42.5,0,20.63,0.02,21.85,40,12,0,0,123.78
2025-03-18,Tuesday,Espresso Beans (Lavazza),kg,4.63,0,2.18,0.1,2.35,5,1.5,0,0,207.1
2025-03-18,Tuesday,Mozzarella Cheese,kg,5.22,0,2.52,0.0,2.7,6,2,0,0,113.4
2025-03-18,Tuesday,Feta Cheese,kg,1.61,0,0.77,0.01,0.83,2,0.5,0,0,29.26
2025-03-18,Tuesday,Parmigiano,kg,1.61,0,0.6,0.0,1.01,1.5,0.4,0,0,33.0
2025-03-18,Tuesday,Avocado,pcs,38.56,0,18.96,0.51,19.09,50,15,0,0,75.84
2025-03-18,Tuesday,Brioche Buns,pcs,119.33,0,71.74,0.55,47.04,120,40,0,0,179.35
2025-03-18,Tuesday,Sourdough Bread,loaves,17.95,0,8.91,0.39,8.65,18,5,0,0,106.92
2025-03-18,Tuesday,Croissant,pcs,35.28,0,16.69,0.15,18.44,35,10,0,0,66.76
2025-03-18,Tuesday,French Fries (frozen),kg,22.85,0,11.64,0.22,10.99,28,8,0,0,104.76
2025-03-18,Tuesday,Sweet Corn,kg,4.16,0,1.89,0.03,2.24,4,1,0,0,13.23
2025-03-18,Tuesday,Green Peas,kg,1.18,0,0.61,0.02,0.55,1.5,0.4,0,0,4.88
2025-03-18,Tuesday,Lemon Juice,ml,1529.92,0,701.3,25.04,803.58,2000,500,0,0,14.03
2025-03-18,Tuesday,Olive Oil,litres,1.53,0,0.62,0.0,0.91,1.5,0.4,0,0,21.7
2025-03-18,Tuesday,White Sugar,kg,2.33,0,1.08,0.03,1.22,3,0.8,0,0,4.32
2025-03-18,Tuesday,Strawberries,kg,5.87,0,2.79,0.06,3.02,7,2,0,0,61.38
2025-03-18,Tuesday,Banana,kg,9.64,0,3.79,0.11,5.74,10,3,0,0,30.32
2025-03-18,Tuesday,Acai (frozen),kg,7.41,0,3.44,0.16,3.81,8,2.5,0,0,223.6
2025-03-18,Tuesday,Granola,kg,2.39,0,1.49,0.01,0.89,3,0.8,0,0,26.82
2025-03-18,Tuesday,Chia Seeds,kg,0.88,0,0.28,0.0,0.6,1,0.2,0,0,8.4
2025-03-18,Tuesday,Nutella,kg,4.1,0,1.56,0.06,2.48,4,1,0,0,43.68
2025-03-18,Tuesday,Maple Syrup,litres,1.62,0,0.9,0.0,0.72,2,0.5,0,0,37.8
2025-03-18,Tuesday,Hashbrown (frozen),pcs,106.48,0,61.03,2.57,42.88,120,40,0,0,91.55
2025-03-18,Tuesday,Bacon Strips,pcs,63.15,0,41.37,1.25,20.53,80,25,1,0,124.11
2025-03-18,Tuesday,Chicken Sausage,pcs,51.81,0,21.45,1.06,29.3,50,15,0,0,85.8
2025-03-18,Tuesday,Chicken Hotdog,pcs,16.28,0,3.92,0.15,12.21,15,5,0,0,19.6
2025-03-18,Tuesday,Beef Hotdog,pcs,21.91,0,7.98,0.27,13.66,20,6,0,0,47.88
2025-03-18,Tuesday,Mushrooms,kg,3.52,0,1.6,0.05,1.87,4,1,0,0,28.8
2025-03-18,Tuesday,Carrot,pcs,8.1,0,1.93,0.05,6.12,8,3,0,0,1.93
2025-03-18,Tuesday,Capsicum,kg,4.19,0,2.26,0.02,1.91,5,1.5,0,0,22.6
2025-03-18,Tuesday,Spinach,kg,3.05,0,1.22,0.03,1.8,3,0.8,0,1,14.64
2025-03-18,Tuesday,Tortilla Wraps,pcs,70.94,0,27.8,1.03,42.11,70,20,0,0,33.36
2025-03-18,Tuesday,Pasta (various),kg,10.61,0,4.52,0.09,6.0,10,3,0,0,36.16
2025-03-18,Tuesday,Sriracha Sauce,litres,1.07,0,0.47,0.0,0.6,1,0.3,0,0,11.75
2025-03-18,Tuesday,BBQ Sauce,litres,0.84,0,0.35,0.0,0.49,1,0.2,0,0,6.3
2025-03-18,Tuesday,Chocolate (cooking),kg,1.59,0,0.77,0.02,0.8,2,0.5,0,0,24.64
2025-03-18,Tuesday,Coconut Flakes,kg,0.8,0,0.35,0.01,0.44,1,0.3,0,0,7.0
2025-03-18,Tuesday,Peanut Butter,kg,1.34,0,0.6,0.0,0.74,1.5,0.4,0,0,10.8
2025-03-18,Tuesday,Gloves (box),boxes,3.17,0,0.15,0.0,3.02,3,1,0,0,3.3
2025-03-19,Wednesday,Chicken Breast,kg,21.54,0,11.11,0.48,9.95,25,10,1,0,311.08
2025-03-19,Wednesday,Beef Patty (Wagyu),pcs,78.45,0,56.52,1.52,20.41,100,30,1,0,1017.36
2025-03-19,Wednesday,Ribeye Steak,portions,13.06,0,7.35,0.02,5.69,15,5,0,0,404.25
2025-03-19,Wednesday,Beef Brisket,kg,6.49,0,4.09,0.12,2.28,8,3,1,0,184.05
2025-03-19,Wednesday,Salmon Fillet,portions,19.23,0,8.54,0.36,10.33,18,6,0,0,298.9
2025-03-19,Wednesday,Prawn (Sriracha),portions,9.72,0,4.7,0.14,4.88,12,4,0,0,103.4
2025-03-19,Wednesday,Eggs,pcs,357.22,0,206.67,4.45,146.1,360,100,0,0,165.34
2025-03-19,Wednesday,Milk,litres,36.41,0,19.43,0.06,16.92,40,12,0,0,116.58
2025-03-19,Wednesday,Espresso Beans (Lavazza),kg,5.17,0,1.94,0.0,3.23,5,1.5,0,0,184.3
2025-03-19,Wednesday,Mozzarella Cheese,kg,5.41,0,2.28,0.03,3.1,6,2,0,0,102.6
2025-03-19,Wednesday,Feta Cheese,kg,1.64,0,0.87,0.04,0.73,2,0.5,0,0,33.06
