date,time_slot,item,base_price_aed,discounted_price_aed,discount_pct,morning_stock,units_sold_at_discount,remaining_stock,revenue_from_discount_aed,waste_units_avoided,discount_triggered
2025-02-20,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,5,8,84.0,5,1
2025-02-21,18:00,Croissant - Plain Butter,10,8.0,20,22,5,8,40.0,5,1
2025-02-21,19:00,Croissant - Plain Butter,10,7.0,30,22,4,4,28.0,4,1
2025-02-21,20:00,Croissant - Plain Butter,10,6.0,40,22,4,0,24.0,4,1
2025-02-21,18:00,Assorted Cakes,15,12.0,20,12,2,4,24.0,2,1
2025-02-21,19:00,Assorted Cakes,15,10.5,30,12,0,4,0.0,0,0
2025-02-21,20:00,Assorted Cakes,15,9.0,40,12,1,3,9.0,1,1
2025-02-21,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,1,4,22.4,1,1
2025-02-21,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,1,3,19.6,1,1
2025-02-21,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,2,1,33.6,2,1
2025-02-22,18:00,Croissant - Plain Butter,10,8.0,20,15,5,2,40.0,5,1
2025-02-22,19:00,Croissant - Plain Butter,10,7.0,30,15,1,1,7.0,1,1
2025-02-22,20:00,Croissant - Plain Butter,10,6.0,40,15,0,1,0.0,0,0
2025-02-22,18:00,Assorted Cakes,15,12.0,20,14,5,4,60.0,5,1
2025-02-22,19:00,Assorted Cakes,15,10.5,30,14,2,2,21.0,2,1
2025-02-22,20:00,Assorted Cakes,15,9.0,40,14,0,2,0.0,0,0
2025-02-22,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,22,2,3,44.8,2,1
2025-02-22,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,22,3,0,58.8,3,1
2025-02-23,18:00,Croissant - Plain Butter,10,8.0,20,22,1,2,8.0,1,1
2025-02-23,19:00,Croissant - Plain Butter,10,7.0,30,22,0,2,0.0,0,0
2025-02-23,20:00,Croissant - Plain Butter,10,6.0,40,22,1,1,6.0,1,1
2025-02-23,18:00,Assorted Cakes,15,12.0,20,20,1,4,12.0,1,1
2025-02-23,19:00,Assorted Cakes,15,10.5,30,20,1,3,10.5,1,1
2025-02-23,20:00,Assorted Cakes,15,9.0,40,20,2,1,18.0,2,1
2025-02-23,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,1,7,22.4,1,1
2025-02-23,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,1,6,19.6,1,1
2025-02-23,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,17,1,5,16.8,1,1
2025-02-24,18:00,Croissant - Plain Butter,10,8.0,20,15,0,2,0.0,0,0
2025-02-24,19:00,Croissant - Plain Butter,10,7.0,30,15,2,0,14.0,2,1
2025-02-24,18:00,Assorted Cakes,15,12.0,20,20,2,9,24.0,2,1
2025-02-24,19:00,Assorted Cakes,15,10.5,30,20,5,4,52.5,5,1
2025-02-24,20:00,Assorted Cakes,15,9.0,40,20,0,4,0.0,0,0
2025-02-24,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,19,1,9,22.4,1,1
2025-02-24,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,19,4,5,78.4,4,1
2025-02-24,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,19,1,4,16.8,1,1
2025-02-25,18:00,Croissant - Plain Butter,10,8.0,20,15,2,6,16.0,2,1
2025-02-25,19:00,Croissant - Plain Butter,10,7.0,30,15,2,4,14.0,2,1
2025-02-25,20:00,Croissant - Plain Butter,10,6.0,40,15,3,1,18.0,3,1
2025-02-25,18:00,Assorted Cakes,15,12.0,20,12,0,6,0.0,0,0
2025-02-25,19:00,Assorted Cakes,15,10.5,30,12,5,1,52.5,5,1
2025-02-25,20:00,Assorted Cakes,15,9.0,40,12,0,1,0.0,0,0
2025-02-25,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,19,0,4,0.0,0,0
2025-02-25,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,19,3,1,58.8,3,1
2025-02-25,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,19,0,1,0.0,0,0
2025-02-26,18:00,Croissant - Plain Butter,10,8.0,20,17,1,1,8.0,1,1
2025-02-26,19:00,Croissant - Plain Butter,10,7.0,30,17,0,1,0.0,0,0
2025-02-26,20:00,Croissant - Plain Butter,10,6.0,40,17,0,1,0.0,0,0
2025-02-26,18:00,Assorted Cakes,15,12.0,20,16,0,9,0.0,0,0
2025-02-26,19:00,Assorted Cakes,15,10.5,30,16,0,9,0.0,0,0
2025-02-26,20:00,Assorted Cakes,15,9.0,40,16,1,8,9.0,1,1
2025-02-26,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,2,5,44.8,2,1
2025-02-26,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,4,1,78.4,4,1
2025-02-26,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,12,0,1,0.0,0,0
2025-02-27,18:00,Croissant - Plain Butter,10,8.0,20,21,3,6,24.0,3,1
2025-02-27,19:00,Croissant - Plain Butter,10,7.0,30,21,5,1,35.0,5,1
2025-02-27,20:00,Croissant - Plain Butter,10,6.0,40,21,0,1,0.0,0,0
2025-02-27,18:00,Assorted Cakes,15,12.0,20,17,2,0,24.0,2,1
2025-02-27,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,16,0,4,0.0,0,0
2025-02-27,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,16,4,0,78.4,4,1
2025-02-28,18:00,Croissant - Plain Butter,10,8.0,20,18,2,12,16.0,2,1
2025-02-28,19:00,Croissant - Plain Butter,10,7.0,30,18,3,9,21.0,3,1
2025-02-28,20:00,Croissant - Plain Butter,10,6.0,40,18,1,8,6.0,1,1
2025-02-28,18:00,Assorted Cakes,15,12.0,20,19,5,5,60.0,5,1
2025-02-28,19:00,Assorted Cakes,15,10.5,30,19,1,4,10.5,1,1
2025-02-28,20:00,Assorted Cakes,15,9.0,40,19,4,0,36.0,4,1
2025-02-28,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,2,0,44.8,2,1
2025-03-01,18:00,Croissant - Plain Butter,10,8.0,20,21,2,8,16.0,2,1
2025-03-01,19:00,Croissant - Plain Butter,10,7.0,30,21,0,8,0.0,0,0
2025-03-01,20:00,Croissant - Plain Butter,10,6.0,40,21,4,4,24.0,4,1
2025-03-01,18:00,Assorted Cakes,15,12.0,20,12,2,1,24.0,2,1
2025-03-01,19:00,Assorted Cakes,15,10.5,30,12,0,1,0.0,0,0
2025-03-01,20:00,Assorted Cakes,15,9.0,40,12,1,0,9.0,1,1
2025-03-01,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,0,3,0.0,0,0
2025-03-01,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,2,1,39.2,2,1
2025-03-01,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,13,1,0,16.8,1,1
2025-03-02,18:00,Croissant - Plain Butter,10,8.0,20,21,2,5,16.0,2,1
2025-03-02,19:00,Croissant - Plain Butter,10,7.0,30,21,1,4,7.0,1,1
2025-03-02,20:00,Croissant - Plain Butter,10,6.0,40,21,2,2,12.0,2,1
2025-03-02,18:00,Assorted Cakes,15,12.0,20,19,4,8,48.0,4,1
2025-03-02,19:00,Assorted Cakes,15,10.5,30,19,2,6,21.0,2,1
2025-03-02,20:00,Assorted Cakes,15,9.0,40,19,3,3,27.0,3,1
2025-03-02,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,0,3,0.0,0,0
2025-03-02,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,18,3,0,58.8,3,1
2025-03-03,18:00,Croissant - Plain Butter,10,8.0,20,21,3,8,24.0,3,1
2025-03-03,19:00,Croissant - Plain Butter,10,7.0,30,21,3,5,21.0,3,1
2025-03-03,20:00,Croissant - Plain Butter,10,6.0,40,21,3,2,18.0,3,1
2025-03-03,18:00,Assorted Cakes,15,12.0,20,19,2,0,24.0,2,1
2025-03-03,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,16,3,9,67.2,3,1
2025-03-03,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,16,2,7,39.2,2,1
2025-03-03,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,16,2,5,33.6,2,1
2025-03-04,18:00,Croissant - Plain Butter,10,8.0,20,21,2,3,16.0,2,1
2025-03-04,19:00,Croissant - Plain Butter,10,7.0,30,21,1,2,7.0,1,1
2025-03-04,20:00,Croissant - Plain Butter,10,6.0,40,21,2,0,12.0,2,1
2025-03-04,18:00,Assorted Cakes,15,12.0,20,17,0,4,0.0,0,0
2025-03-04,19:00,Assorted Cakes,15,10.5,30,17,0,4,0.0,0,0
2025-03-04,20:00,Assorted Cakes,15,9.0,40,17,3,1,27.0,3,1
2025-03-04,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,13,0,5,0.0,0,0
2025-03-04,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,13,2,3,39.2,2,1
2025-03-04,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,13,2,1,33.6,2,1
2025-03-05,18:00,Croissant - Plain Butter,10,8.0,20,20,2,8,16.0,2,1
2025-03-05,19:00,Croissant - Plain Butter,10,7.0,30,20,3,5,21.0,3,1
2025-03-05,20:00,Croissant - Plain Butter,10,6.0,40,20,4,1,24.0,4,1
2025-03-05,18:00,Assorted Cakes,15,12.0,20,15,1,9,12.0,1,1
2025-03-05,19:00,Assorted Cakes,15,10.5,30,15,2,7,21.0,2,1
2025-03-05,20:00,Assorted Cakes,15,9.0,40,15,0,7,0.0,0,0
2025-03-05,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,2,9,44.8,2,1
2025-03-05,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,2,7,39.2,2,1
2025-03-05,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,4,3,67.2,4,1
2025-03-06,18:00,Croissant - Plain Butter,10,8.0,20,18,1,13,8.0,1,1
2025-03-06,19:00,Croissant - Plain Butter,10,7.0,30,18,0,13,0.0,0,0
2025-03-06,20:00,Croissant - Plain Butter,10,6.0,40,18,3,10,18.0,3,1
2025-03-06,18:00,Assorted Cakes,15,12.0,20,19,1,13,12.0,1,1
2025-03-06,19:00,Assorted Cakes,15,10.5,30,19,3,10,31.5,3,1
2025-03-06,20:00,Assorted Cakes,15,9.0,40,19,5,5,45.0,5,1
2025-03-06,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,22,2,2,44.8,2,1
2025-03-06,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,22,2,0,39.2,2,1
2025-03-07,18:00,Croissant - Plain Butter,10,8.0,20,15,0,9,0.0,0,0
2025-03-07,19:00,Croissant - Plain Butter,10,7.0,30,15,3,6,21.0,3,1
2025-03-07,20:00,Croissant - Plain Butter,10,6.0,40,15,5,1,30.0,5,1
2025-03-07,18:00,Assorted Cakes,15,12.0,20,22,2,9,24.0,2,1
2025-03-07,19:00,Assorted Cakes,15,10.5,30,22,0,9,0.0,0,0
2025-03-07,20:00,Assorted Cakes,15,9.0,40,22,4,5,36.0,4,1
2025-03-07,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,22,1,14,22.4,1,1
2025-03-07,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,22,5,9,98.0,5,1
2025-03-07,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,22,1,8,16.8,1,1
2025-03-08,18:00,Croissant - Plain Butter,10,8.0,20,12,4,4,32.0,4,1
2025-03-08,19:00,Croissant - Plain Butter,10,7.0,30,12,3,1,21.0,3,1
2025-03-08,20:00,Croissant - Plain Butter,10,6.0,40,12,0,1,0.0,0,0
2025-03-08,18:00,Assorted Cakes,15,12.0,20,16,2,5,24.0,2,1
2025-03-08,19:00,Assorted Cakes,15,10.5,30,16,2,3,21.0,2,1
2025-03-08,20:00,Assorted Cakes,15,9.0,40,16,1,2,9.0,1,1
2025-03-08,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,1,2,22.4,1,1
2025-03-08,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,15,1,1,19.6,1,1
2025-03-08,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,15,0,1,0.0,0,0
2025-03-09,18:00,Croissant - Plain Butter,10,8.0,20,15,0,6,0.0,0,0
2025-03-09,19:00,Croissant - Plain Butter,10,7.0,30,15,1,5,7.0,1,1
2025-03-09,20:00,Croissant - Plain Butter,10,6.0,40,15,5,0,30.0,5,1
2025-03-09,18:00,Assorted Cakes,15,12.0,20,12,1,7,12.0,1,1
2025-03-09,19:00,Assorted Cakes,15,10.5,30,12,4,3,42.0,4,1
2025-03-09,20:00,Assorted Cakes,15,9.0,40,12,2,1,18.0,2,1
2025-03-09,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,3,6,67.2,3,1
2025-03-09,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,3,3,58.8,3,1
2025-03-09,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,1,2,16.8,1,1
2025-03-10,18:00,Croissant - Plain Butter,10,8.0,20,14,4,4,32.0,4,1
2025-03-10,19:00,Croissant - Plain Butter,10,7.0,30,14,4,0,28.0,4,1
2025-03-10,18:00,Assorted Cakes,15,12.0,20,13,5,2,60.0,5,1
2025-03-10,19:00,Assorted Cakes,15,10.5,30,13,2,0,21.0,2,1
2025-03-10,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,19,1,14,22.4,1,1
2025-03-10,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,19,4,10,78.4,4,1
2025-03-10,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,19,1,9,16.8,1,1
2025-03-11,18:00,Croissant - Plain Butter,10,8.0,20,22,4,10,32.0,4,1
2025-03-11,19:00,Croissant - Plain Butter,10,7.0,30,22,4,6,28.0,4,1
2025-03-11,20:00,Croissant - Plain Butter,10,6.0,40,22,3,3,18.0,3,1
2025-03-11,18:00,Assorted Cakes,15,12.0,20,12,0,2,0.0,0,0
2025-03-11,19:00,Assorted Cakes,15,10.5,30,12,2,0,21.0,2,1
2025-03-11,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,3,1,67.2,3,1
2025-03-11,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,0,1,0.0,0,0
2025-03-11,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,14,1,0,16.8,1,1
2025-03-12,18:00,Croissant - Plain Butter,10,8.0,20,14,0,3,0.0,0,0
2025-03-12,19:00,Croissant - Plain Butter,10,7.0,30,14,1,2,7.0,1,1
2025-03-12,20:00,Croissant - Plain Butter,10,6.0,40,14,0,2,0.0,0,0
2025-03-12,18:00,Assorted Cakes,15,12.0,20,16,5,7,60.0,5,1
2025-03-12,19:00,Assorted Cakes,15,10.5,30,16,1,6,10.5,1,1
2025-03-12,20:00,Assorted Cakes,15,9.0,40,16,3,3,27.0,3,1
2025-03-12,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,16,2,4,44.8,2,1
2025-03-12,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,16,1,3,19.6,1,1
2025-03-12,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,16,1,2,16.8,1,1
2025-03-13,18:00,Croissant - Plain Butter,10,8.0,20,21,4,12,32.0,4,1
2025-03-13,19:00,Croissant - Plain Butter,10,7.0,30,21,2,10,14.0,2,1
2025-03-13,20:00,Croissant - Plain Butter,10,6.0,40,21,4,6,24.0,4,1
2025-03-13,18:00,Assorted Cakes,15,12.0,20,16,3,0,36.0,3,1
2025-03-13,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,17,1,6,22.4,1,1
2025-03-13,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,17,4,2,78.4,4,1
2025-03-13,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,17,2,0,33.6,2,1
2025-03-14,18:00,Croissant - Plain Butter,10,8.0,20,19,1,8,8.0,1,1
2025-03-14,19:00,Croissant - Plain Butter,10,7.0,30,19,4,4,28.0,4,1
2025-03-14,20:00,Croissant - Plain Butter,10,6.0,40,19,0,4,0.0,0,0
2025-03-14,18:00,Assorted Cakes,15,12.0,20,16,4,3,48.0,4,1
2025-03-14,19:00,Assorted Cakes,15,10.5,30,16,2,1,21.0,2,1
2025-03-14,20:00,Assorted Cakes,15,9.0,40,16,1,0,9.0,1,1
2025-03-14,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,14,3,1,67.2,3,1
2025-03-14,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,14,1,0,19.6,1,1
2025-03-15,18:00,Croissant - Plain Butter,10,8.0,20,18,5,4,40.0,5,1
2025-03-15,19:00,Croissant - Plain Butter,10,7.0,30,18,1,3,7.0,1,1
2025-03-15,20:00,Croissant - Plain Butter,10,6.0,40,18,1,2,6.0,1,1
2025-03-15,18:00,Assorted Cakes,15,12.0,20,19,5,9,60.0,5,1
2025-03-15,19:00,Assorted Cakes,15,10.5,30,19,0,9,0.0,0,0
2025-03-15,20:00,Assorted Cakes,15,9.0,40,19,3,6,27.0,3,1
2025-03-15,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,16,1,2,22.4,1,1
2025-03-15,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,16,1,1,19.6,1,1
2025-03-15,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,16,0,1,0.0,0,0
2025-03-16,18:00,Croissant - Plain Butter,10,8.0,20,21,0,3,0.0,0,0
2025-03-16,19:00,Croissant - Plain Butter,10,7.0,30,21,2,1,14.0,2,1
2025-03-16,20:00,Croissant - Plain Butter,10,6.0,40,21,0,1,0.0,0,0
2025-03-16,18:00,Assorted Cakes,15,12.0,20,15,3,2,36.0,3,1
2025-03-16,19:00,Assorted Cakes,15,10.5,30,15,2,0,21.0,2,1
2025-03-16,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,21,0,12,0.0,0,0
2025-03-16,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,21,0,12,0.0,0,0
2025-03-16,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,21,2,10,33.6,2,1
2025-03-17,18:00,Croissant - Plain Butter,10,8.0,20,15,0,3,0.0,0,0
2025-03-17,19:00,Croissant - Plain Butter,10,7.0,30,15,2,1,14.0,2,1
2025-03-17,20:00,Croissant - Plain Butter,10,6.0,40,15,0,1,0.0,0,0
2025-03-17,18:00,Assorted Cakes,15,12.0,20,21,1,14,12.0,1,1
2025-03-17,19:00,Assorted Cakes,15,10.5,30,21,1,13,10.5,1,1
2025-03-17,20:00,Assorted Cakes,15,9.0,40,21,2,11,18.0,2,1
2025-03-17,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,1,11,22.4,1,1
2025-03-17,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,3,8,58.8,3,1
2025-03-17,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,1,7,16.8,1,1
2025-03-18,18:00,Croissant - Plain Butter,10,8.0,20,21,3,9,24.0,3,1
2025-03-18,19:00,Croissant - Plain Butter,10,7.0,30,21,5,4,35.0,5,1
2025-03-18,20:00,Croissant - Plain Butter,10,6.0,40,21,4,0,24.0,4,1
2025-03-18,18:00,Assorted Cakes,15,12.0,20,21,3,1,36.0,3,1
2025-03-18,19:00,Assorted Cakes,15,10.5,30,21,1,0,10.5,1,1
2025-03-18,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,3,4,67.2,3,1
2025-03-18,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,1,3,19.6,1,1
2025-03-18,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,12,0,3,0.0,0,0
2025-03-19,18:00,Croissant - Plain Butter,10,8.0,20,19,4,4,32.0,4,1
2025-03-19,19:00,Croissant - Plain Butter,10,7.0,30,19,4,0,28.0,4,1
2025-03-19,18:00,Assorted Cakes,15,12.0,20,17,2,9,24.0,2,1
2025-03-19,19:00,Assorted Cakes,15,10.5,30,17,5,4,52.5,5,1
2025-03-19,20:00,Assorted Cakes,15,9.0,40,17,4,0,36.0,4,1
2025-03-19,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,5,3,112.0,5,1
2025-03-19,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,15,3,0,58.8,3,1
2025-03-20,18:00,Croissant - Plain Butter,10,8.0,20,15,4,1,32.0,4,1
2025-03-20,19:00,Croissant - Plain Butter,10,7.0,30,15,1,0,7.0,1,1
2025-03-20,18:00,Assorted Cakes,15,12.0,20,21,4,3,48.0,4,1
2025-03-20,19:00,Assorted Cakes,15,10.5,30,21,1,2,10.5,1,1
2025-03-20,20:00,Assorted Cakes,15,9.0,40,21,2,0,18.0,2,1
2025-03-20,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,1,2,22.4,1,1
2025-03-20,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,15,0,2,0.0,0,0
2025-03-20,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,15,1,1,16.8,1,1
2025-03-21,18:00,Croissant - Plain Butter,10,8.0,20,22,1,12,8.0,1,1
2025-03-21,19:00,Croissant - Plain Butter,10,7.0,30,22,0,12,0.0,0,0
2025-03-21,20:00,Croissant - Plain Butter,10,6.0,40,22,4,8,24.0,4,1
2025-03-21,18:00,Assorted Cakes,15,12.0,20,22,2,6,24.0,2,1
2025-03-21,19:00,Assorted Cakes,15,10.5,30,22,0,6,0.0,0,0
2025-03-21,20:00,Assorted Cakes,15,9.0,40,22,5,1,45.0,5,1
2025-03-21,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,5,9,112.0,5,1
2025-03-21,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,3,6,58.8,3,1
2025-03-21,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,2,4,33.6,2,1
2025-03-22,18:00,Croissant - Plain Butter,10,8.0,20,13,0,2,0.0,0,0
2025-03-22,19:00,Croissant - Plain Butter,10,7.0,30,13,0,2,0.0,0,0
2025-03-22,20:00,Croissant - Plain Butter,10,6.0,40,13,1,1,6.0,1,1
2025-03-22,18:00,Assorted Cakes,15,12.0,20,16,1,11,12.0,1,1
2025-03-22,19:00,Assorted Cakes,15,10.5,30,16,4,7,42.0,4,1
2025-03-22,20:00,Assorted Cakes,15,9.0,40,16,3,4,27.0,3,1
2025-03-22,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,20,2,14,44.8,2,1
2025-03-22,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,20,5,9,98.0,5,1
2025-03-22,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,20,2,7,33.6,2,1
2025-03-23,18:00,Croissant - Plain Butter,10,8.0,20,22,5,3,40.0,5,1
2025-03-23,19:00,Croissant - Plain Butter,10,7.0,30,22,2,1,14.0,2,1
2025-03-23,20:00,Croissant - Plain Butter,10,6.0,40,22,0,1,0.0,0,0
2025-03-23,18:00,Assorted Cakes,15,12.0,20,15,5,3,60.0,5,1
2025-03-23,19:00,Assorted Cakes,15,10.5,30,15,2,1,21.0,2,1
2025-03-23,20:00,Assorted Cakes,15,9.0,40,15,1,0,9.0,1,1
2025-03-23,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,5,3,112.0,5,1
2025-03-23,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,15,1,2,19.6,1,1
2025-03-23,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,15,1,1,16.8,1,1
2025-03-24,18:00,Croissant - Plain Butter,10,8.0,20,18,2,0,16.0,2,1
2025-03-24,18:00,Assorted Cakes,15,12.0,20,12,0,6,0.0,0,0
2025-03-24,19:00,Assorted Cakes,15,10.5,30,12,1,5,10.5,1,1
2025-03-24,20:00,Assorted Cakes,15,9.0,40,12,3,2,27.0,3,1
2025-03-24,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,18,5,6,112.0,5,1
2025-03-24,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,18,2,4,39.2,2,1
2025-03-24,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,18,3,1,50.4,3,1
2025-03-25,18:00,Croissant - Plain Butter,10,8.0,20,13,3,3,24.0,3,1
2025-03-25,19:00,Croissant - Plain Butter,10,7.0,30,13,3,0,21.0,3,1
2025-03-25,18:00,Assorted Cakes,15,12.0,20,19,2,5,24.0,2,1
2025-03-25,19:00,Assorted Cakes,15,10.5,30,19,0,5,0.0,0,0
2025-03-25,20:00,Assorted Cakes,15,9.0,40,19,3,2,27.0,3,1
2025-03-25,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,0,11,0.0,0,0
2025-03-25,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,15,4,7,78.4,4,1
2025-03-25,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,15,0,7,0.0,0,0
2025-03-26,18:00,Croissant - Plain Butter,10,8.0,20,12,0,2,0.0,0,0
2025-03-26,19:00,Croissant - Plain Butter,10,7.0,30,12,1,1,7.0,1,1
2025-03-26,20:00,Croissant - Plain Butter,10,6.0,40,12,1,0,6.0,1,1
2025-03-26,18:00,Assorted Cakes,15,12.0,20,12,2,0,24.0,2,1
2025-03-26,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,12,0,8,0.0,0,0
2025-03-26,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,12,5,3,98.0,5,1
2025-03-26,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,12,3,0,50.4,3,1
2025-03-27,18:00,Croissant - Plain Butter,10,8.0,20,18,1,13,8.0,1,1
2025-03-27,19:00,Croissant - Plain Butter,10,7.0,30,18,0,13,0.0,0,0
2025-03-27,20:00,Croissant - Plain Butter,10,6.0,40,18,0,13,0.0,0,0
2025-03-27,18:00,Assorted Cakes,15,12.0,20,13,0,6,0.0,0,0
2025-03-27,19:00,Assorted Cakes,15,10.5,30,13,0,6,0.0,0,0
2025-03-27,20:00,Assorted Cakes,15,9.0,40,13,5,1,45.0,5,1
2025-03-27,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,19,1,3,22.4,1,1
2025-03-27,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,19,0,3,0.0,0,0
2025-03-27,20:00,Chocolate Brownies w/ Ice Cream,28,16.8,40,19,1,2,16.8,1,1
2025-03-28,18:00,Croissant - Plain Butter,10,8.0,20,14,4,1,32.0,4,1
2025-03-28,19:00,Croissant - Plain Butter,10,7.0,30,14,1,0,7.0,1,1
2025-03-28,18:00,Assorted Cakes,15,12.0,20,17,3,2,36.0,3,1
2025-03-28,19:00,Assorted Cakes,15,10.5,30,17,2,0,21.0,2,1
2025-03-28,18:00,Chocolate Brownies w/ Ice Cream,28,22.4,20,15,0,2,0.0,0,0
2025-03-28,19:00,Chocolate Brownies w/ Ice Cream,28,19.6,30,15,2,0,39.2,2,1
2025-03-29,18:00,Croissant - Plain Butter,10,8.0,20,20,1,8,8.0,1,1
2025-03-29,19:00,Croissant - Plain Butter,10,7.0,30,20,2,6,14.0,2,1
2025-03-29,20:00,Croissant - Plain Butter,10,6.0,40,20,0,6,0.0,0,0
2025-03-29,18:00,Assorted Cakes,15,12.0,20,18,5,8,60.0,5,1
2025-03-29,19:00,Assorted Cakes,15,10.5,30,18,1,7,10.5,1,1
